,nom_jeu,na_vente_jeu,eu_vente_jeu,jp_vente_jeu,autre_vente_jeu,global_vente_jeu,id_calendrier,id_console,id_genre,id_editeur
295,Tekken Tag Tournament,1.68,1.51,0.51,0.35,4.05,2000-01-01,17,3,348
296,Far Cry 4,1.12,2.12,0.1,0.69,4.03,2014-01-01,19,9,526
297,Star Fox 64,2.78,0.58,0.64,0.04,4.03,1997-01-01,11,9,360
298,Minecraft,1.38,1.87,0.12,0.65,4.02,2014-01-01,19,4,459
299,Golf,1.22,0.28,2.46,0.04,4.01,1984-01-01,12,11,360
300,Fallout 3,2.15,1.2,0.07,0.59,4.01,2008-01-01,18,8,67
301,Professor Layton and the Diabolical Box,0.92,1.78,0.92,0.37,4.0,2007-01-01,5,6,360
302,Left 4 Dead 2,2.67,0.89,0.05,0.37,3.99,2009-01-01,29,9,139
303,Namco Museum: 50th Anniversary,2.08,1.35,0.0,0.54,3.98,2005-01-01,17,4,348
304,EA Sports Active,2.1,1.36,0.06,0.4,3.92,2009-01-01,27,11,139
305,Assassin's Creed: Unity,1.18,1.96,0.08,0.7,3.92,2014-01-01,19,1,526
306,Donkey Kong Land,1.97,0.76,1.07,0.11,3.91,1994-01-01,6,5,360
307,Tony Hawk's Underground,2.29,1.17,0.01,0.42,3.9,2003-01-01,17,11,22
308,Assassin's Creed IV: Black Flag,1.33,1.71,0.13,0.73,3.89,2013-01-01,18,1,526
309,Monster Hunter 4 Ultimate,0.67,0.49,2.62,0.11,3.89,2014-01-01,3,8,360
310,MotorStorm,1.53,1.61,0.06,0.67,3.88,2006-01-01,18,7,457
311,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,2011-01-01,14,8,67
312,Tekken 5,0.93,1.94,0.31,0.7,3.87,2005-01-01,17,3,348
313,Dragon Warrior III,0.1,0.0,3.77,0.0,3.87,1988-01-01,12,8,145
314,Sports Champions,2.12,1.14,0.1,0.51,3.87,2010-01-01,18,11,457
315,NBA 2K16,2.48,0.65,0.03,0.69,3.85,2015-01-01,19,11,495
316,World Soccer Winning Eleven 8 International,0.16,1.89,1.12,0.68,3.85,2004-01-01,17,11,276
317,Flash Focus: Vision Training in Minutes a Day,0.87,1.57,1.05,0.35,3.84,2007-01-01,5,4,360
318,Namco Museum Vol.1,2.12,1.44,0.22,0.06,3.84,1995-01-01,16,4,457
319,The Legend of Zelda: Link's Awakening,2.21,0.96,0.54,0.13,3.83,1992-01-01,6,1,360
320,Mario & Luigi: Bowser's Inside Story,2.26,0.48,0.81,0.27,3.83,2009-01-01,5,8,360
321,Big Brain Academy: Wii Degree,1.06,1.93,0.41,0.43,3.82,2007-01-01,27,4,360
322,Nintendogs + cats,1.44,1.37,0.73,0.27,3.81,2011-01-01,3,10,360
323,Batman: Arkham Knight,1.49,1.58,0.1,0.61,3.79,2015-01-01,19,1,550
324,Mario & Sonic at the London 2012 Olympic Games,1.14,1.91,0.27,0.46,3.78,2011-01-01,27,11,447
325,LEGO Indiana Jones: The Original Adventures,2.4,1.03,0.0,0.36,3.78,2008-01-01,29,1,22
326,Resident Evil Director's Cut,1.82,1.24,0.47,0.25,3.77,1996-01-01,16,1,543
327,Ratchet & Clank: Size Matters,1.4,1.4,0.1,0.87,3.77,2007-01-01,20,5,457
328,Just Dance 2014,1.98,1.47,0.0,0.32,3.76,2013-01-01,27,4,526
329,The Sims: Unleashed,2.03,1.56,0.0,0.17,3.76,2002-01-01,14,10,139
330,Super Paper Mario,1.98,0.88,0.59,0.32,3.76,2007-01-01,27,5,360
331,Harry Potter and the Sorcerer's Stone,1.37,2.0,0.14,0.22,3.73,2001-01-01,16,1,139
332,The Witcher 3: Wild Hunt,0.96,2.0,0.21,0.56,3.73,2015-01-01,19,8,348
333,Resident Evil 3: Nemesis,1.3,0.77,1.54,0.11,3.72,1999-01-01,16,1,138
334,Spyro: Year of the Dragon,1.93,1.58,0.0,0.19,3.71,2000-01-01,16,5,457
335,FIFA Soccer 2005,0.58,2.48,0.04,0.59,3.7,2004-01-01,17,11,139
336,Pokémon Trading Card Game,1.49,0.73,1.38,0.1,3.7,1998-01-01,6,12,360
337,Battlefield 4,1.3,1.51,0.27,0.61,3.69,2013-01-01,18,9,139
338,MySims,1.59,1.61,0.08,0.41,3.69,2007-01-01,5,10,139
339,Friend Collection,0.0,0.0,3.67,0.0,3.67,2009-01-01,5,4,360
340,Tony Hawk's Pro Skater 4,2.13,1.18,0.01,0.35,3.67,2002-01-01,17,11,22
341,Midnight Club 3: DUB Edition,1.65,1.22,0.0,0.79,3.66,2005-01-01,20,7,495
342,Banjo-Kazooie,1.87,1.13,0.55,0.1,3.65,1998-01-01,11,5,360
343,SOCOM: U.S. Navy SEALs,2.53,0.81,0.06,0.24,3.65,2002-01-01,17,9,457
344,Guitar Hero: World Tour,2.33,0.97,0.0,0.35,3.65,2008-01-01,27,4,22
345,Gran Turismo 6,0.71,1.8,0.4,0.74,3.64,2013-01-01,18,7,457
346,Jak and Daxter: The Precursor Legacy,2.08,1.09,0.15,0.33,3.64,2001-01-01,17,5,457
347,Pokemon Snap,2.23,0.68,0.66,0.06,3.63,1999-01-01,11,10,360
348,FIFA Soccer 10,0.6,2.46,0.05,0.52,3.63,2009-01-01,18,11,139
349,Pro Evolution Soccer 2008,0.05,0.0,0.64,2.93,3.63,2007-01-01,17,11,276
350,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,2013-01-01,19,9,22
351,Resident Evil 4,2.08,0.83,0.46,0.25,3.62,2005-01-01,17,1,86
352,Tom Clancy's The Division,1.28,1.61,0.15,0.57,3.61,2016-01-01,19,9,526
353,Star Wars: Battlefront,1.93,1.22,0.03,0.44,3.61,2004-01-01,17,9,289
354,Doom II: Hell on Earth,2.05,1.4,0.0,0.16,3.61,1994-01-01,14,9,543
355,The Simpsons: Road Rage,2.02,1.17,0.0,0.42,3.61,2001-01-01,17,7,139
356,Cooking Mama 2: Dinner With Friends,1.61,1.5,0.1,0.39,3.61,2007-01-01,5,10,7
357,Luigi's Mansion,2.38,0.67,0.46,0.1,3.6,2001-01-01,8,1,360
358,Star Wars: Battlefront II,2.18,1.02,0.03,0.37,3.59,2005-01-01,17,9,289
359,WWF SmackDown!,2.01,1.35,0.06,0.16,3.58,2000-01-01,16,3,489
360,Croc: Legend of the Gobbos,1.57,1.79,0.0,0.2,3.56,1997-01-01,16,5,165
361,Grand Theft Auto: Liberty City Stories,1.56,1.4,0.07,0.5,3.54,2006-01-01,17,1,495
362,The Getaway,1.23,1.77,0.05,0.49,3.54,2002-01-01,17,1,457
363,Tomb Raider III: Adventures of Lara Croft,1.66,1.58,0.12,0.18,3.54,1997-01-01,16,1,138
364,James Bond 007: Agent Under Fire,1.9,1.13,0.1,0.41,3.53,2001-01-01,17,9,139
365,LEGO Star Wars: The Video Game,1.98,1.14,0.01,0.41,3.53,2005-01-01,17,1,138
366,Battlefield 4,2.14,1.08,0.02,0.29,3.53,2013-01-01,29,9,139
367,FIFA Soccer 11,0.71,2.4,0.02,0.4,3.53,2010-01-01,29,11,139
368,Rugrats in Paris: The Movie,1.96,1.33,0.0,0.23,3.52,2000-01-01,16,1,489
369,Spyro 2: Ripto's Rage!,2.14,1.21,0.01,0.17,3.52,1999-01-01,16,5,457
370,Left 4 Dead,2.66,0.5,0.05,0.3,3.52,2008-01-01,29,9,139
371,Mario & Sonic at the Olympic Winter Games,1.22,1.66,0.27,0.38,3.52,2009-01-01,5,11,447
372,Resident Evil 5,2.11,0.94,0.12,0.34,3.51,2009-01-01,29,1,86
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1.17,0.5,1.75,0.08,3.51,1996-01-01,24,5,360
374,Assassin's Creed: Brotherhood,2.84,0.39,0.03,0.24,3.5,2010-01-01,29,1,526
375,Kung Fu,1.64,0.38,1.42,0.06,3.5,1985-01-01,12,1,360
376,Batman: Arkham Asylum,2.2,0.97,0.02,0.31,3.5,2009-01-01,29,1,138
377,Clubhouse Games,0.59,1.83,0.73,0.35,3.5,2006-01-01,5,4,360
378,FIFA Soccer 2004,0.59,2.36,0.04,0.51,3.49,,17,11,139
379,Star Wars Battlefront (2015),1.94,1.22,0.02,0.31,3.49,2015-01-01,31,9,139
380,Battlefield: Bad Company 2,2.09,1.02,0.04,0.32,3.48,2010-01-01,29,9,139
381,Guitar Hero: On Tour,2.11,1.01,0.01,0.35,3.48,2008-01-01,5,4,22
382,Assassin's Creed: Unity,2.26,0.89,0.0,0.3,3.46,2014-01-01,31,1,526
383,Far Cry 3,0.88,1.75,0.1,0.72,3.45,2012-01-01,18,9,526
384,Monster Hunter 4,0.0,0.0,3.44,0.0,3.44,2013-01-01,3,8,86
385,Borderlands,2.39,0.73,0.03,0.29,3.44,2009-01-01,29,9,495
386,Tekken 4,1.55,1.27,0.33,0.29,3.44,2002-01-01,17,3,348
387,Battlefield 4,1.34,1.54,0.17,0.38,3.43,2013-01-01,19,9,139
388,LittleBigPlanet 2,1.82,1.07,0.06,0.47,3.42,2011-01-01,18,5,457
389,Grand Theft Auto 2,1.13,2.07,0.0,0.22,3.42,1998-01-01,16,1,495
390,Final Fantasy III,0.86,0.0,2.55,0.02,3.42,1994-01-01,24,8,467
391,Spider-Man 2,1.75,1.2,0.02,0.43,3.41,2004-01-01,17,1,22
392,F-1 Race,1.73,0.69,0.59,0.4,3.41,1990-01-01,6,7,360
393,FIFA Soccer 2003,0.46,2.28,0.05,0.61,3.4,2002-01-01,17,11,139
394,Crash Bash,1.56,1.47,0.19,0.17,3.39,2000-01-01,16,4,457
395,LEGO Batman: The Videogame,2.03,1.03,0.0,0.32,3.38,2008-01-01,29,1,550
396,Metal Gear Solid V: The Phantom Pain,1.08,1.35,0.48,0.47,3.38,2015-01-01,19,1,276
397,The Legend of Zelda: Spirit Tracks,1.43,0.94,0.74,0.27,3.38,2009-01-01,5,1,360
398,WWF War Zone,2.47,0.76,0.0,0.13,3.36,1998-01-01,16,3,18
399,The Legend of Zelda: Majora's Mask,1.9,0.67,0.73,0.06,3.36,2000-01-01,11,1,360
400,Professor Layton and the Unwound Future,0.65,1.61,0.82,0.28,3.36,2008-01-01,5,6,360
401,Rugrats: Search For Reptar,1.63,1.53,0.0,0.18,3.34,1998-01-01,16,2,489
402,Assassin's Creed IV: Black Flag,1.9,1.14,0.01,0.29,3.34,2013-01-01,29,1,526
403,English Training: Have Fun Improving Your Skills!,0.0,0.99,2.32,0.02,3.33,2006-01-01,5,4,360
404,James Bond 007: Nightfire,1.45,1.29,0.12,0.46,3.33,2002-01-01,17,9,139
405,Ratchet & Clank,1.44,1.01,0.57,0.3,3.33,2002-01-01,17,5,457
406,Mario Party 9,1.15,1.17,0.76,0.24,3.32,2012-01-01,27,4,360
407,Star Wars Episode III: Revenge of the Sith,1.47,1.39,0.03,0.43,3.32,2005-01-01,17,1,289
408,Max Payne,1.99,1.05,0.05,0.22,3.31,2001-01-01,17,9,495
409,The Lord of the Rings: The Return of the King,1.5,1.28,0.05,0.46,3.28,2003-01-01,17,1,139
410,Assassin's Creed Syndicate,0.8,1.92,0.06,0.5,3.28,2015-01-01,19,1,526
411,Destiny,2.13,0.92,0.0,0.23,3.28,2014-01-01,31,9,22
412,True Crime: Streets of LA,1.89,1.05,0.02,0.31,3.27,2003-01-01,17,1,22
413,Wii Music,1.36,1.13,0.46,0.32,3.27,2008-01-01,27,4,360
414,Gran Turismo (PSP),0.5,1.59,0.31,0.87,3.27,2009-01-01,20,7,457
415,Monster Hunter X,0.25,0.19,2.78,0.04,3.26,2015-01-01,3,1,86
416,Tekken,0.95,1.3,0.77,0.22,3.24,1995-01-01,16,3,457
417,FIFA 16,0.88,2.11,0.0,0.23,3.23,2015-01-01,31,11,139
418,L.A. Noire,1.27,1.33,0.12,0.51,3.23,2011-01-01,18,2,495
419,Madden NFL 16,2.33,0.3,0.0,0.59,3.22,2015-01-01,19,11,139
420,Yokai Watch 2 Ganso/Honke,0.03,0.0,3.18,0.0,3.22,2014-01-01,3,8,360
421,007: Tomorrow Never Dies,1.72,1.33,0.0,0.16,3.21,1999-01-01,16,9,139
422,Baseball,0.73,0.1,2.35,0.02,3.2,1983-01-01,12,11,360
423,Killer Instinct,2.26,0.72,0.12,0.1,3.2,1995-01-01,24,3,360
424,WWF SmackDown! 2: Know Your Role,1.76,1.21,0.07,0.16,3.2,2000-01-01,16,3,489
425,Crisis Core: Final Fantasy VII,1.35,0.6,0.8,0.44,3.19,2007-01-01,20,8,466
426,God of War: Chains of Olympus,1.48,1.01,0.04,0.66,3.19,2008-01-01,20,1,457
427,Dragon Quest VI: Maboroshi no Daichi,0.0,0.0,3.19,0.0,3.19,1995-01-01,24,8,145
428,Dance Central,2.15,0.77,0.01,0.26,3.19,2010-01-01,29,4,293
429,Enter the Matrix,1.78,1.12,0.09,0.19,3.18,2003-01-01,17,1,54
430,Super Mario Maker,1.18,0.87,0.93,0.2,3.18,2015-01-01,28,5,360
431,Fallout: New Vegas,1.52,1.08,0.1,0.47,3.17,2010-01-01,18,8,67
432,LEGO Batman: The Videogame,1.86,1.02,0.0,0.29,3.17,,27,1,550
433,Rhythm Heaven,0.58,0.51,1.93,0.14,3.17,2008-01-01,5,4,360
434,Ace Combat 04: Shattered Skies,2.06,0.56,0.38,0.17,3.17,2001-01-01,17,10,459
435,Club Penguin: Elite Penguin Force,1.88,0.98,0.0,0.3,3.16,2008-01-01,5,2,127
436,Animal Crossing,1.92,0.16,0.99,0.09,3.15,2001-01-01,8,10,360
437,LEGO Batman: The Videogame,1.79,1.06,0.0,0.29,3.15,2008-01-01,5,1,550
438,Sonic Rush,1.22,1.57,0.06,0.29,3.15,2005-01-01,5,5,447
439,Resident Evil 6,0.88,0.97,0.88,0.42,3.15,2012-01-01,18,9,86
440,Halo: The Master Chief Collection,1.89,0.99,0.03,0.24,3.15,2014-01-01,31,9,324
441,FIFA Soccer 08,0.68,0.0,0.0,2.46,3.14,2007-01-01,17,11,139
442,Spider-Man,1.7,1.25,0.02,0.16,3.13,2000-01-01,16,1,22
443,Need for Speed III: Hot Pursuit,2.14,0.86,0.0,0.13,3.12,1998-01-01,16,7,139
444,Star Wars Episode I Racer,2.31,0.62,0.14,0.04,3.12,1999-01-01,11,7,360
445,Personal Trainer: Cooking,0.91,1.0,1.03,0.17,3.12,2006-01-01,5,4,360
446,The Elder Scrolls IV: Oblivion,1.69,0.87,0.14,0.42,3.12,2007-01-01,18,8,526
447,Dragon Warrior IV,0.08,0.0,3.03,0.01,3.12,1990-01-01,12,8,145
448,Heavy Rain,1.29,1.27,0.06,0.5,3.12,2010-01-01,18,2,457
449,Mass Effect 2,1.99,0.82,0.03,0.27,3.11,2010-01-01,29,8,139
450,FIFA 15,0.78,2.02,0.0,0.3,3.11,2014-01-01,29,11,139
451,Dragon Ball Z: Budokai,2.17,0.28,0.55,0.08,3.09,2002-01-01,17,3,54
452,Madden NFL 2002,2.5,0.16,0.01,0.42,3.08,2001-01-01,17,11,139
453,World Class Track Meet,1.92,0.45,0.64,0.07,3.08,1986-01-01,12,11,348
454,Borderlands 2,1.89,0.91,0.04,0.24,3.07,2012-01-01,29,9,495
455,The Legend of Zelda: A Link Between Worlds,1.4,0.99,0.46,0.22,3.07,2013-01-01,3,1,360
456,Donkey Kong,1.57,0.62,0.55,0.34,3.07,1994-01-01,6,5,360
457,The Sims: Vacation,1.72,1.21,0.0,0.14,3.07,2002-01-01,14,10,139
458,Mass Effect 3,1.94,0.86,0.03,0.24,3.07,2012-01-01,29,8,139
459,Kung Fu Panda,1.91,0.84,0.0,0.29,3.05,2008-01-01,29,1,22
460,Far Cry 3,1.38,1.35,0.02,0.28,3.04,2012-01-01,29,9,526
461,Epic Mickey,2.06,0.64,0.12,0.22,3.04,2010-01-01,27,5,127
462,Saints Row 2,1.94,0.8,0.02,0.27,3.03,2008-01-01,29,1,489
463,Rayman,1.54,1.33,0.0,0.16,3.03,1995-01-01,16,5,526
464,Killzone 2,1.4,1.07,0.08,0.47,3.02,2009-01-01,18,9,457
465,Tom Clancy's Splinter Cell,1.85,1.04,0.0,0.13,3.02,2002-01-01,30,1,526
466,Mike Tyson's Punch-Out!!,2.03,0.47,0.45,0.07,3.02,1987-01-01,12,3,360
467,WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38,3.02,2002-01-01,17,11,489
468,Gears of War: Ultimate Edition,2.38,0.32,0.0,0.31,3.0,2015-01-01,31,9,324
469,NBA 2K13,2.6,0.21,0.01,0.19,3.0,2012-01-01,29,11,495
470,Dragon Ball Z: Budokai Tenkaichi 3,1.15,0.0,0.76,1.09,3.0,2007-01-01,17,3,54
471,wwe Smackdown vs. Raw 2006,1.57,1.02,0.0,0.41,3.0,,17,3,
472,Middle-Earth: Shadow of Mordor,1.01,1.41,0.05,0.53,2.99,2014-01-01,19,1,550
473,Star Fox,1.61,0.51,0.8,0.07,2.99,1993-01-01,24,9,360
474,The Sims: Livin Large,1.67,1.18,0.0,0.13,2.99,2000-01-01,14,4,139
475,World Soccer Winning Eleven 6 International,0.12,1.26,1.16,0.45,2.99,2002-01-01,17,11,276
476,Devil May Cry,1.36,0.86,0.64,0.13,2.99,2001-01-01,17,1,86
477,Animal Crossing: Happy Home Designer,0.47,1.0,1.39,0.12,2.98,2015-01-01,3,10,360
478,Battlefield: Bad Company 2,1.33,1.12,0.08,0.45,2.97,2010-01-01,18,9,139
479,The Sims 4,0.96,1.72,0.0,0.29,2.97,2014-01-01,14,10,139
480,Star Wars: The Old Republic,1.58,1.01,0.0,0.38,2.97,2011-01-01,14,8,139
481,Sonic Heroes,1.04,1.37,0.06,0.49,2.96,2003-01-01,17,5,447
482,Kirby Super Star Ultra,1.57,0.04,1.19,0.15,2.96,2008-01-01,5,5,360
483,Hitman 2: Silent Assassin,1.36,1.15,0.04,0.41,2.96,2002-01-01,17,1,138
484,Street Fighter IV,1.82,0.71,0.15,0.26,2.95,2009-01-01,29,3,86
485,Wave Race 64,1.98,0.58,0.34,0.04,2.94,1996-01-01,11,7,360
486,SOCOM II: U.S. Navy SEALs,2.22,0.51,0.06,0.15,2.94,2003-01-01,17,9,457
487,WWE SmackDown! vs. RAW 2006,1.45,1.11,0.04,0.33,2.94,2005-01-01,17,3,489
488,inFAMOUS,1.76,0.69,0.12,0.37,2.94,2009-01-01,18,1,457
489,Pac-Man Collection,2.07,0.77,0.05,0.05,2.94,2001-01-01,7,6,54
490,Mass Effect,1.83,0.8,0.03,0.27,2.93,2007-01-01,29,8,324
491,WarioWare: Smooth Moves,0.87,1.06,0.73,0.26,2.92,2006-01-01,27,6,360
492,Cooking Mama: Cook Off,1.43,1.13,0.05,0.3,2.91,2007-01-01,27,10,7
493,Super Mario World 2: Yoshi's Island,1.75,0.45,0.62,0.09,2.91,2002-01-01,7,5,360
494,FIFA 14,0.61,1.85,0.11,0.33,2.9,2013-01-01,19,11,139
495,Titanfall,1.84,0.8,0.04,0.22,2.9,2014-01-01,31,9,139
496,Sonic Mega Collection Plus,1.54,1.14,0.0,0.22,2.9,2004-01-01,17,4,447
497,Sega Superstars Tennis,1.75,0.86,0.0,0.28,2.9,2008-01-01,29,11,447
498,World Soccer Winning Eleven 7 International,0.08,1.24,1.13,0.45,2.9,2003-01-01,17,11,276
499,Need for Speed: Most Wanted,0.71,1.51,0.06,0.61,2.89,2012-01-01,18,7,139
500,Hot Shots Golf 3,0.99,0.32,1.38,0.2,2.89,2001-01-01,17,11,457
501,Call of Duty: Finest Hour,1.51,1.12,0.01,0.24,2.89,2004-01-01,17,9,22
502,Zumba Fitness 2,1.54,1.07,0.0,0.28,2.88,2011-01-01,27,11,297
503,Syphon Filter,2.03,0.72,0.02,0.11,2.88,1999-01-01,16,9,457
504,Imagine: Babyz,1.3,1.27,0.0,0.31,2.88,2007-01-01,5,10,526
505,Colin McRae Rally,0.09,2.43,0.12,0.22,2.87,1998-01-01,16,7,92
506,Call of Duty: Ghosts,1.87,0.77,0.0,0.22,2.86,2013-01-01,31,9,22
507,Madden NFL 13,2.53,0.16,0.0,0.17,2.86,2012-01-01,29,11,139
508,The Elder Scrolls III: Morrowind,2.09,0.63,0.03,0.11,2.86,2002-01-01,30,8,526
509,Mortal Kombat,1.98,0.55,0.0,0.32,2.85,2011-01-01,18,3,550
510,F-Zero,1.37,0.51,0.89,0.07,2.85,1990-01-01,24,7,360
511,Yoshi's Story,1.29,0.53,0.98,0.05,2.85,1997-01-01,11,5,360
512,Command & Conquer: Red Alert,1.37,1.34,0.0,0.14,2.85,1996-01-01,14,12,543
513,Skylanders: Spyro's Adventure,1.4,1.14,0.0,0.31,2.85,2011-01-01,27,1,22
514,FIFA 16,0.4,1.98,0.05,0.42,2.85,2015-01-01,18,11,139
515,Assassin's Creed: Brotherhood,1.87,0.57,0.11,0.3,2.84,2010-01-01,18,1,526
516,BioShock,1.65,0.86,0.05,0.28,2.83,2007-01-01,29,9,495
517,Madden NFL 10,2.52,0.09,0.0,0.22,2.83,2009-01-01,29,11,139
518,Medal of Honor,1.28,1.05,0.07,0.43,2.83,2010-01-01,18,9,139
519,WWE SmackDown! vs. Raw,1.32,1.08,0.04,0.39,2.83,2002-01-01,17,3,489
520,Metroid Prime,1.96,0.67,0.1,0.09,2.82,2002-01-01,8,9,360
521,Finding Nemo,1.59,1.05,0.04,0.14,2.82,2003-01-01,7,1,489
522,Myst,0.02,2.79,0.0,0.0,2.81,1994-01-01,14,2,425
523,Need for Speed: Hot Pursuit,1.05,1.25,0.03,0.48,2.81,2010-01-01,18,7,139
524,Imagine: Fashion Designer,1.32,1.19,0.0,0.3,2.81,2007-01-01,5,10,526
525,WWE SmackDown! Here Comes the Pain,1.32,1.06,0.04,0.38,2.8,2003-01-01,17,3,489
526,Star Wars: The Force Unleashed,1.74,0.8,0.0,0.26,2.8,2008-01-01,29,1,289
527,Yoshi's Island DS,1.47,0.07,1.1,0.15,2.8,2006-01-01,5,5,360
528,Hot Shots Golf,0.29,0.2,2.13,0.18,2.79,1997-01-01,16,11,457
529,Killzone 3,1.45,0.88,0.09,0.38,2.79,2011-01-01,18,9,457
530,A Bug's Life,1.96,0.72,0.0,0.11,2.79,1998-01-01,16,5,457
531,WWF SmackDown! Just Bring It,1.19,1.15,0.04,0.41,2.79,2001-01-01,17,3,489
532,Dragon Quest V: Tenkuu no Hanayome,0.0,0.0,2.78,0.01,2.79,1992-01-01,24,8,145
533,Mortal Kombat Trilogy,1.98,0.7,0.0,0.11,2.79,1996-01-01,16,3,178
534,Battlefield 3,0.89,1.43,0.0,0.48,2.79,2011-01-01,14,9,139
535,NBA Street,2.19,0.22,0.0,0.38,2.79,2001-01-01,17,11,139
536,Professor Layton and the Last Specter,0.3,1.47,0.68,0.34,2.79,2009-01-01,5,6,360
537,Monster Hunter Tri,0.46,0.29,1.96,0.07,2.79,2011-01-01,3,8,360
538,Jak II,1.68,0.74,0.0,0.36,2.78,2003-01-01,17,5,457
539,inFAMOUS: Second Son,1.27,0.97,0.07,0.47,2.78,2014-01-01,19,1,457
540,Ratchet & Clank: Going Commando,1.44,0.83,0.26,0.25,2.78,2003-01-01,17,5,457
541,Tekken 6,1.2,0.98,0.17,0.43,2.78,2009-01-01,18,3,348
542,The Sims,1.41,1.12,0.0,0.24,2.77,2003-01-01,17,10,139
543,Sonic and the Secret Rings,1.24,1.2,0.04,0.3,2.77,2007-01-01,27,5,447
544,Saints Row: The Third,1.25,1.15,0.07,0.3,2.77,2011-01-01,29,1,489
545,Missile Command,2.56,0.17,0.0,0.03,2.76,1980-01-01,1,9,54
546,Mario Paint,1.43,0.54,0.71,0.07,2.75,1992-01-01,24,4,360
547,Assassin's Creed IV: Black Flag,1.07,1.31,0.06,0.31,2.74,2013-01-01,19,1,526
548,Pokémon Stadium 2,1.02,0.36,1.13,0.23,2.73,2000-01-01,11,12,360
549,Metroid,1.33,0.31,1.04,0.05,2.73,1986-01-01,12,1,360
550,L.A. Noire,1.52,0.94,0.02,0.24,2.72,2011-01-01,29,2,495
551,Call of Duty 3,1.49,0.93,0.02,0.27,2.71,2006-01-01,29,9,22
552,The Legend of Zelda: A Link to the Past,1.75,0.52,0.33,0.1,2.7,2002-01-01,7,1,360
553,Onimusha: Warlords,0.99,0.48,1.09,0.14,2.7,2001-01-01,17,1,543
554,Mortal Kombat X,1.47,0.76,0.0,0.47,2.7,2015-01-01,19,3,550
555,Mario Party,1.25,0.53,0.87,0.05,2.7,1998-01-01,11,4,360
556,Madden NFL 12,2.42,0.11,0.0,0.16,2.69,2011-01-01,29,11,139
557,LEGO Star Wars II: The Original Trilogy,1.85,0.64,0.01,0.19,2.69,2006-01-01,17,1,289
558,Madden NFL 11,2.38,0.12,0.0,0.18,2.69,2010-01-01,29,11,139
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,1.63,0.52,0.35,0.18,2.69,2010-01-01,5,6,360
560,Skate 3,1.46,0.98,0.0,0.24,2.68,2010-01-01,29,11,139
561,Burnout 3: Takedown,1.23,1.11,0.0,0.34,2.68,2004-01-01,17,7,139
562,Yokai Watch 2 Shinuchi,0.0,0.0,2.68,0.0,2.68,2014-01-01,3,8,282
563,Need for Speed: Shift,0.69,1.41,0.04,0.53,2.68,2009-01-01,18,7,139
564,Final Fantasy XIII-2,0.78,0.75,0.89,0.26,2.68,2011-01-01,18,8,466
565,Mortal Kombat,1.95,0.63,0.0,0.09,2.67,1992-01-01,9,3,41
566,Call Of Duty 2: Big Red One,1.48,0.92,0.01,0.26,2.67,2005-01-01,17,9,22
567,Guitar Hero: World Tour,1.78,0.64,0.0,0.25,2.67,2008-01-01,29,4,22
568,Medal of Honor,1.44,1.09,0.0,0.14,2.67,1998-01-01,16,9,139
569,Fable,1.99,0.58,0.0,0.09,2.66,2004-01-01,30,8,324
570,Hannah Montana,1.59,0.8,0.0,0.26,2.65,2006-01-01,5,1,127
571,Tom Clancy's Splinter Cell,1.15,1.11,0.0,0.4,2.65,2003-01-01,17,1,526
572,Skylanders Giants,1.56,0.88,0.0,0.22,2.65,2012-01-01,27,1,22
573,Medal of Honor Heroes,0.86,1.11,0.01,0.66,2.65,2006-01-01,20,9,139
574,Super Mario Bros.: The Lost Levels,0.0,0.0,2.65,0.0,2.65,1986-01-01,12,5,360
575,Star Wars: Shadows of the Empire,2.0,0.5,0.12,0.03,2.65,1996-01-01,11,1,360
576,LEGO Star Wars: The Complete Saga,1.53,0.87,0.0,0.24,2.64,2007-01-01,29,1,289
577,Midnight Club: Street Racing,2.0,0.47,0.02,0.14,2.63,2000-01-01,17,7,495
578,Pac-Man: Adventures in Time,0.76,1.1,0.12,0.65,2.63,2006-01-01,20,3,457
579,Halo Wars,1.53,0.82,0.04,0.24,2.63,2009-01-01,29,12,324
580,God of War Collection,1.7,0.46,0.06,0.41,2.63,2009-01-01,18,1,457
581,ESPN NFL 2K5,2.15,0.12,0.0,0.36,2.62,2004-01-01,17,11,447
582,Mario Strikers Charged,1.07,1.06,0.24,0.25,2.62,2007-01-01,27,11,360
583,Medal of Honor,1.55,0.81,0.04,0.21,2.62,2010-01-01,29,9,139
584,FIFA Soccer 10,0.59,1.79,0.01,0.23,2.62,2009-01-01,29,11,139
585,NBA 2K12,2.31,0.14,0.01,0.16,2.62,2011-01-01,29,11,495
586,Style Savvy,0.63,0.84,0.96,0.19,2.61,2008-01-01,5,10,360
587,Harry Potter and the Chamber of Secrets,0.9,1.22,0.04,0.44,2.61,2002-01-01,17,1,139
588,Super Mario All-Stars: Limited Edition,1.02,0.52,0.92,0.14,2.6,2010-01-01,27,5,360
589,Streets of Rage,1.86,0.55,0.11,0.08,2.6,1990-01-01,9,1,447
590,FIFA Soccer 09,0.48,1.63,0.04,0.43,2.59,2008-01-01,18,11,139
